word,happiness_rank,happiness_average,happiness_standard_deviation,twitter_rank,google_rank,nyt_rank,lyrics_rank,in_twitter,in_google,in_nyt,in_lyrics,n_corpora,valence_band
instantly,1606,6.36,1.0645,4920.0,,,,True,False,False,False,1,positive
interest,1607,6.36,1.5354,1428.0,330.0,455.0,,True,True,True,False,3,positive
justified,1608,6.36,1.2081,,3647.0,,,False,True,False,False,1,positive
logical,1609,6.36,1.3962,,2752.0,,,False,True,False,False,1,positive
mail,1610,6.36,1.6874,718.0,2820.0,2109.0,3018.0,True,True,True,True,4,positive
maintained,1611,6.36,1.4394,,1948.0,3927.0,,False,True,True,False,2,positive
mario,1612,6.36,1.4394,3222.0,,3687.0,,True,False,True,False,2,positive
mobile,1613,6.36,1.2081,1185.0,4989.0,4832.0,,True,True,True,False,3,positive
mp3,1614,6.36,1.5086,,,,,False,False,False,False,0,positive
obtained,1615,6.36,1.2081,,720.0,3433.0,,False,True,True,False,2,positive
original,1616,6.36,1.4394,1539.0,685.0,1168.0,2667.0,True,True,True,True,4,positive
patience,1617,6.36,1.663,4174.0,4943.0,,2731.0,True,True,False,True,3,positive
performed,1618,6.36,1.4675,,1524.0,1601.0,,False,True,True,False,2,positive
please,1619,6.36,1.6753,184.0,1959.0,2122.0,203.0,True,True,True,True,4,positive
prayed,1620,6.36,1.663,,,,3164.0,False,False,False,True,1,positive
rain,1621,6.36,1.9141,335.0,2469.0,2758.0,299.0,True,True,True,True,4,positive
rational,1622,6.36,1.4107,,2807.0,,,False,True,False,False,1,positive
relation,1623,6.36,1.1563,,826.0,,,False,True,False,False,1,positive
rings,1624,6.36,1.6995,4161.0,,,1544.0,True,False,False,True,2,positive
rise,1625,6.36,1.5618,2048.0,965.0,1405.0,646.0,True,True,True,True,4,positive
rudolph,1626,6.36,1.6132,,,4020.0,,False,False,True,False,1,positive
teacher,1627,6.36,1.5354,930.0,1248.0,1158.0,2635.0,True,True,True,True,4,positive
technologies,1628,6.36,1.6874,,,3637.0,,False,False,True,False,1,positive
value,1629,6.36,1.2415,1906.0,281.0,1056.0,,True,True,True,False,3,positive
vegas,1630,6.36,1.793,1300.0,,3817.0,3535.0,True,False,True,True,3,positive
volunteer,1631,6.36,1.3815,,,2913.0,,False,False,True,False,1,positive
wifi,1632,6.36,1.5221,2863.0,,,,True,False,False,False,1,positive
revealed,1633,6.35,1.5087,,2317.0,,4954.0,False,True,False,True,2,positive
branches,1634,6.35,1.1998,,2387.0,,,False,True,False,False,1,positive
existed,1635,6.35,1.4369,,2837.0,,,False,True,False,False,1,positive
spotlight,1636,6.35,1.3401,,,,4604.0,False,False,False,True,1,positive
bread,1637,6.34,1.7567,1777.0,2723.0,,1770.0,True,True,False,True,3,positive
castle,1638,6.34,1.7096,4130.0,3066.0,4827.0,3177.0,True,True,True,True,4,positive
cheddar,1639,6.34,1.7096,,,,4993.0,False,False,False,True,1,positive
clouds,1640,6.34,1.9755,2436.0,4009.0,,915.0,True,True,False,True,3,positive
clubs,1641,6.34,1.4654,,,3111.0,3324.0,False,False,True,True,2,positive
colleges,1642,6.34,1.2715,,4147.0,3040.0,,False,True,True,False,2,positive
completely,1643,6.34,1.3032,1353.0,1172.0,2745.0,2314.0,True,True,True,True,4,positive
connected,1644,6.34,0.9817,4591.0,1523.0,4893.0,4513.0,True,True,True,True,4,positive
december,1645,6.34,1.8473,1586.0,1137.0,497.0,2998.0,True,True,True,True,4,positive
dew,1646,6.34,1.4086,,,,4100.0,False,False,False,True,1,positive
employ,1647,6.34,1.423,,4036.0,,,False,True,False,False,1,positive
exists,1648,6.34,1.3494,,2031.0,,,False,True,False,False,1,positive
expedition,1649,6.34,1.2224,,3367.0,,,False,True,False,False,1,positive
experience,1650,6.34,1.2056,1151.0,392.0,1094.0,3387.0,True,True,True,True,4,positive
farmers,1651,6.34,1.1886,,2556.0,3374.0,,False,True,True,False,2,positive
firefox,1652,6.34,1.2715,3523.0,,,,True,False,False,False,1,positive
football,1653,6.34,2.0062,813.0,,277.0,4789.0,True,False,True,True,3,positive
grant,1654,6.34,1.7215,3878.0,1849.0,1901.0,4689.0,True,True,True,True,4,positive
hiring,1655,6.34,1.8026,3904.0,,4354.0,,True,False,True,False,2,positive
hollywood,1656,6.34,1.7215,2138.0,,2089.0,1870.0,True,False,True,True,3,positive
house,1657,6.34,1.6239,125.0,196.0,163.0,387.0,True,True,True,True,4,positive
illustrated,1658,6.34,1.0806,,2407.0,4090.0,,False,True,True,False,2,positive
images,1659,6.34,1.2224,3031.0,1962.0,2224.0,4193.0,True,True,True,True,4,positive
jeans,1660,6.34,1.891,2268.0,,,1871.0,True,False,False,True,2,positive
largest,1661,6.34,1.3793,3840.0,2238.0,1029.0,,True,True,True,False,3,positive
linguistic,1662,6.34,1.394,,3951.0,,,False,True,False,False,1,positive
lord,1663,6.34,1.8251,1070.0,431.0,3497.0,344.0,True,True,True,True,4,positive
purchase,1664,6.34,1.0224,2513.0,2404.0,1899.0,,True,True,True,False,3,positive
received,1665,6.34,1.1537,2423.0,527.0,372.0,,True,True,True,False,3,positive
released,1666,6.34,1.5201,2072.0,3406.0,836.0,4140.0,True,True,True,True,4,positive
saint,1667,6.34,1.8026,3041.0,2777.0,3301.0,2505.0,True,True,True,True,4,positive
scientists,1668,6.34,1.4654,,3591.0,2021.0,,False,True,True,False,2,positive
september,1669,6.34,1.4086,3572.0,1117.0,523.0,4055.0,True,True,True,True,4,positive
soon,1670,6.34,0.8947,300.0,446.0,898.0,432.0,True,True,True,True,4,positive
soul,1671,6.34,1.6734,1227.0,990.0,3275.0,218.0,True,True,True,True,4,positive
soundtrack,1672,6.34,1.7096,3046.0,,,,True,False,False,False,1,positive
studio,1673,6.34,1.3644,1312.0,,2374.0,3494.0,True,False,True,True,3,positive
tickets,1674,6.34,1.2554,956.0,,869.0,,True,False,True,False,2,positive
wave,1675,6.34,1.1537,2146.0,1854.0,3385.0,1226.0,True,True,True,True,4,positive
continuity,1676,6.33,1.6252,,4946.0,,,False,True,False,False,1,positive
equilibrium,1677,6.33,1.5192,,2800.0,,,False,True,False,False,1,positive
activity,1678,6.32,0.9988,2912.0,591.0,2581.0,,True,True,True,False,3,positive
agreement,1679,6.32,1.2196,3913.0,1126.0,696.0,,True,True,True,False,3,positive
amor,1680,6.32,1.6591,4019.0,,,538.0,True,False,False,True,2,positive
arrival,1681,6.32,1.0774,,2717.0,4727.0,,False,True,True,False,2,positive
arrive,1682,6.32,0.8437,3520.0,3952.0,4726.0,3425.0,True,True,True,True,4,positive
asian,1683,6.32,1.4907,2389.0,3623.0,2952.0,,True,True,True,False,3,positive
bbq,1684,6.32,1.5576,2885.0,,,,True,False,False,False,1,positive
bedtime,1685,6.32,1.5964,4220.0,,,,True,False,False,False,1,positive
berry,1686,6.32,1.3768,3971.0,,,,True,False,False,False,1,positive
brunch,1687,6.32,1.2848,4322.0,,,,True,False,False,False,1,positive
commitment,1688,6.32,1.4348,,3319.0,1873.0,,False,True,True,False,2,positive
date,1689,6.32,1.6092,897.0,908.0,952.0,1765.0,True,True,True,True,4,positive
deal,1690,6.32,1.0774,707.0,880.0,510.0,839.0,True,True,True,True,4,positive
democratic,1691,6.32,1.6591,,1643.0,658.0,,False,True,True,False,2,positive
design,1692,6.32,1.1328,879.0,709.0,843.0,3395.0,True,True,True,True,4,positive
designer,1693,6.32,1.6343,3048.0,,1513.0,,True,False,True,False,2,positive
devotion,1694,6.32,2.0941,,4576.0,4292.0,3212.0,False,True,True,True,3,positive
experiences,1695,6.32,1.0774,,1779.0,4900.0,,False,True,True,False,2,positive
fly,1696,6.32,1.3005,1254.0,3256.0,2922.0,310.0,True,True,True,True,4,positive
foxy,1697,6.32,1.9424,,,,4805.0,False,False,False,True,1,positive
france,1698,6.32,1.3768,2829.0,683.0,1102.0,4763.0,True,True,True,True,4,positive
handy,1699,6.32,1.1683,4953.0,,,,True,False,False,False,1,positive
importance,1700,6.32,1.1328,,708.0,3392.0,,False,True,True,False,2,positive
important,1701,6.32,1.3316,1030.0,201.0,513.0,2781.0,True,True,True,True,4,positive
jamaica,1702,6.32,1.7076,,,3760.0,,False,False,True,False,1,positive
jobs,1703,6.32,1.7431,1008.0,2642.0,970.0,,True,True,True,False,3,positive
june,1704,6.32,1.3915,3262.0,810.0,204.0,3434.0,True,True,True,True,4,positive
kin,1705,6.32,1.5043,,,,4482.0,False,False,False,True,1,positive
lights,1706,6.32,1.4061,1355.0,3627.0,3804.0,523.0,True,True,True,True,4,positive
mornings,1707,6.32,2.2264,4346.0,,,,True,False,False,False,1,positive
newspaper,1708,6.32,1.3468,4441.0,2787.0,1335.0,,True,True,True,False,3,positive
offering,1709,6.32,1.6468,3260.0,3369.0,1150.0,,True,True,True,False,3,positive
organic,1710,6.32,1.6343,2906.0,2525.0,,,True,True,False,False,2,positive
parade,1711,6.32,1.9319,3027.0,,3422.0,2965.0,True,False,True,True,3,positive
pink,1712,6.32,1.2027,1196.0,,,1988.0,True,False,False,True,2,positive
published,1713,6.32,1.3161,3187.0,714.0,732.0,,True,True,True,False,3,positive
reader,1714,6.32,1.1856,3100.0,1636.0,3059.0,,True,True,True,False,3,positive
remembered,1715,6.32,1.7893,3383.0,2504.0,1434.0,4676.0,True,True,True,True,4,positive
resolve,1716,6.32,1.1683,,,3741.0,,False,False,True,False,1,positive
ring,1717,6.32,1.6835,1574.0,2262.0,3633.0,680.0,True,True,True,True,4,positive
rofl,1718,6.32,1.8344,3499.0,,,,True,False,False,False,1,positive
selected,1719,6.32,1.1683,,1557.0,3089.0,,False,True,True,False,2,positive
snow,1720,6.32,2.1801,189.0,2567.0,3156.0,894.0,True,True,True,True,4,positive
streams,1721,6.32,1.5312,,4738.0,,,False,True,False,False,1,positive
sufficient,1722,6.32,1.2526,,1052.0,,,False,True,False,False,1,positive
sufficiently,1723,6.32,1.2196,,2568.0,,,False,True,False,False,1,positive
sure,1724,6.32,1.4907,216.0,715.0,823.0,322.0,True,True,True,True,4,positive
universal,1725,6.32,1.4907,4122.0,1710.0,3657.0,4987.0,True,True,True,True,4,positive
unlocked,1726,6.32,1.3768,4743.0,,,,True,False,False,False,1,positive
visitors,1727,6.32,1.6956,,4515.0,2383.0,,False,True,True,False,2,positive
waters,1728,6.32,1.1507,,2324.0,4203.0,2251.0,False,True,True,True,3,positive
women's,1729,6.32,1.4348,,2048.0,,,False,True,False,False,1,positive
worship,1730,6.32,1.4769,3591.0,2506.0,,2986.0,True,True,False,True,3,positive
writers,1731,6.32,1.2688,4148.0,1694.0,1769.0,,True,True,True,False,3,positive
assembled,1732,6.31,1.3862,,4532.0,,,False,True,False,False,1,positive
chickens,1733,6.31,1.4166,,,,4983.0,False,False,False,True,1,positive
wheat,1734,6.31,1.3862,,3532.0,,,False,True,False,False,1,positive
connections,1735,6.31,1.2111,,3650.0,,,False,True,False,False,1,positive
scent,1736,6.31,1.2451,,,,3852.0,False,False,False,True,1,positive
volumes,1737,6.31,1.2943,,3189.0,,,False,True,False,False,1,positive
whistle,1738,6.31,1.4024,,,,2409.0,False,False,False,True,1,positive
absolutely,1739,6.3,1.4178,1275.0,2691.0,3594.0,4543.0,True,True,True,True,4,positive
atmosphere,1740,6.3,1.1995,,2438.0,3706.0,4119.0,False,True,True,True,3,positive
belongs,1741,6.3,1.1473,,3716.0,,2456.0,False,True,False,True,2,positive
bought,1742,6.3,1.233,648.0,2805.0,1402.0,1107.0,True,True,True,True,4,positive
chess,1743,6.3,1.5682,,,3859.0,,False,False,True,False,1,positive
christian,1744,6.3,1.6444,2110.0,734.0,1140.0,4121.0,True,True,True,True,4,positive
clear,1745,6.3,1.1294,1421.0,470.0,766.0,589.0,True,True,True,True,4,positive
clearer,1746,6.3,1.5419,,,,4715.0,False,False,False,True,1,positive
commonwealth,1747,6.3,1.3132,,4562.0,,,False,True,False,False,1,positive
conversations,1748,6.3,1.0546,4846.0,,,,True,False,False,False,1,positive
designed,1749,6.3,0.953,3803.0,1433.0,1481.0,,True,True,True,False,3,positive
downloaded,1750,6.3,1.4604,3274.0,,,,True,False,False,False,1,positive
earrings,1751,6.3,1.5682,4732.0,,,,True,False,False,False,1,positive
engineer,1752,6.3,1.1824,4368.0,4357.0,2947.0,,True,True,True,False,3,positive
epic,1753,6.3,1.1824,1632.0,,,,True,False,False,False,1,positive
exercise,1754,6.3,1.6444,1656.0,1225.0,3036.0,,True,True,True,False,3,positive
expansion,1755,6.3,1.488,,2117.0,2902.0,,False,True,True,False,2,positive
feeding,1756,6.3,1.3132,4867.0,3831.0,,3440.0,True,True,False,True,3,positive
flowing,1757,6.3,1.374,,,,2514.0,False,False,False,True,1,positive
headphones,1758,6.3,1.1824,4344.0,,,,True,False,False,False,1,positive
indians,1759,6.3,1.6933,,1517.0,4263.0,,False,True,True,False,2,positive
joined,1760,6.3,1.0926,613.0,1965.0,1304.0,,True,True,True,False,3,positive
lipstick,1761,6.3,1.5286,,,,4359.0,False,False,False,True,1,positive
metropolitan,1762,6.3,1.6812,,,1292.0,,False,False,True,False,1,positive
mine,1763,6.3,1.359,582.0,1774.0,4156.0,205.0,True,True,True,True,4,positive
myself,1764,6.3,1.669,372.0,833.0,2250.0,228.0,True,True,True,True,4,positive
paint,1765,6.3,1.0738,1551.0,4312.0,3428.0,1379.0,True,True,True,True,4,positive
painted,1766,6.3,0.9949,,3358.0,4077.0,2131.0,False,True,True,True,3,positive
plane,1767,6.3,1.632,964.0,1891.0,2115.0,1834.0,True,True,True,True,4,positive
produced,1768,6.3,1.1995,,690.0,1006.0,,False,True,True,False,2,positive
protecting,1769,6.3,1.6067,,,4806.0,,False,False,True,False,1,positive
reasoning,1770,6.3,1.2495,,3510.0,,,False,True,False,False,1,positive
relations,1771,6.3,1.6067,,662.0,1078.0,,False,True,True,False,2,positive
salvation,1772,6.3,1.9193,,3721.0,,2450.0,False,True,False,True,2,positive
sciences,1773,6.3,1.3286,,2371.0,3709.0,,False,True,True,False,2,positive
sense,1774,6.3,1.0351,1120.0,344.0,705.0,827.0,True,True,True,True,4,positive
software,1775,6.3,1.4321,1347.0,2952.0,1605.0,,True,True,True,False,3,positive
suite,1776,6.3,1.5017,3890.0,,3289.0,,True,False,True,False,2,positive
surplus,1777,6.3,1.4178,,4588.0,4639.0,,False,True,True,False,2,positive
swing,1778,6.3,1.2657,3597.0,,4567.0,1097.0,True,False,True,True,3,positive
visited,1779,6.3,1.4178,,2756.0,3339.0,,False,True,True,False,2,positive
cheeks,1780,6.29,1.5293,,,,4453.0,False,False,False,True,1,positive
observation,1781,6.29,1.3202,,1977.0,,,False,True,False,False,1,positive
calcium,1782,6.29,1.3844,,3711.0,,,False,True,False,False,1,positive
conceived,1783,6.29,1.6202,,3776.0,,,False,True,False,False,1,positive
rum,1784,6.29,2.0917,,,,2842.0,False,False,False,True,1,positive
amigo,1785,6.28,1.8956,,,,4064.0,False,False,False,True,1,positive
babes,1786,6.28,1.7501,4819.0,,,,True,False,False,False,1,positive
begin,1787,6.28,1.1256,1813.0,1249.0,866.0,874.0,True,True,True,True,4,positive
breathe,1788,6.28,1.5258,2986.0,,,610.0,True,False,False,True,2,positive
bridegroom's,1789,6.28,1.6418,,,,,False,False,False,False,0,positive
buy,1790,6.28,1.3559,366.0,2165.0,779.0,652.0,True,True,True,True,4,positive
community,1791,6.28,1.3856,1403.0,464.0,380.0,,True,True,True,False,3,positive
cooler,1792,6.28,1.3099,4671.0,,,,True,False,False,False,1,positive
country,1793,6.28,1.7148,901.0,223.0,313.0,870.0,True,True,True,True,4,positive
disco,1794,6.28,1.7148,3608.0,,,1944.0,True,False,False,True,2,positive
emerging,1795,6.28,0.9697,,,4805.0,,False,False,True,False,1,positive
england,1796,6.28,1.5258,2133.0,462.0,1316.0,4464.0,True,True,True,True,4,positive
experts,1797,6.28,1.4434,4832.0,4449.0,1415.0,,True,True,True,False,3,positive
fairly,1798,6.28,1.1613,,2138.0,4064.0,,False,True,True,False,2,positive
fix,1799,6.28,1.5258,1244.0,,4935.0,1525.0,True,False,True,True,3,positive
founded,1800,6.28,1.2461,,2221.0,2163.0,,False,True,True,False,2,positive
globe,1801,6.28,1.4291,4321.0,,,,True,False,False,False,1,positive
honorary,1802,6.28,1.4988,,,4310.0,,False,False,True,False,1,positive
hoped,1803,6.28,1.1073,,2899.0,2258.0,4037.0,False,True,True,True,3,positive
introduced,1804,6.28,1.3559,,1328.0,2421.0,,False,True,True,False,2,positive
lead,1805,6.28,1.4574,1406.0,757.0,528.0,631.0,True,True,True,True,4,positive
listening,1806,6.28,1.4434,312.0,3753.0,4718.0,1460.0,True,True,True,True,4,positive
lots,1807,6.28,1.4291,567.0,,3263.0,1673.0,True,False,True,True,3,positive
market,1808,6.28,1.6041,546.0,566.0,233.0,4460.0,True,True,True,True,4,positive
monkey,1809,6.28,1.7148,3140.0,,,1777.0,True,False,False,True,2,positive
olympic,1810,6.28,1.5654,2775.0,,2200.0,,True,False,True,False,2,positive
pioneer,1811,6.28,1.5258,,,4638.0,,False,False,True,False,1,positive
plaza,1812,6.28,1.0309,,,1948.0,,False,False,True,False,1,positive
professionals,1813,6.28,1.4003,,,4451.0,,False,False,True,False,1,positive
reflect,1814,6.28,1.0887,,2751.0,908.0,,False,True,True,False,2,positive
remembering,1815,6.28,1.2623,4962.0,,,3610.0,True,False,False,True,2,positive
reputation,1816,6.28,1.3708,,3144.0,3138.0,3988.0,False,True,True,True,3,positive
sentimental,1817,6.28,1.6665,,,,4030.0,False,False,False,True,1,positive
skype,1818,6.28,1.4574,2897.0,,,,True,False,False,False,1,positive
students,1819,6.28,1.8299,1534.0,552.0,425.0,,True,True,True,False,3,positive
sweden,1820,6.28,1.5124,,,4145.0,,False,False,True,False,1,positive
technological,1821,6.28,1.4003,,4047.0,,,False,True,False,False,1,positive
themes,1822,6.28,1.2461,,4625.0,,,False,True,False,False,1,positive
thinking,1823,6.28,1.2943,406.0,955.0,1622.0,451.0,True,True,True,True,4,positive
tips,1824,6.28,1.5784,979.0,,,4092.0,True,False,False,True,2,positive
vehicles,1825,6.28,1.4988,,,2801.0,,False,False,True,False,1,positive
village,1826,6.28,1.1256,2073.0,1109.0,785.0,4738.0,True,True,True,True,4,positive
virginia,1827,6.28,1.4291,3943.0,2099.0,1151.0,,True,True,True,False,3,positive
website,1828,6.28,1.1613,737.0,,,,True,False,False,False,1,positive
white,1829,6.28,1.5391,290.0,312.0,263.0,411.0,True,True,True,True,4,positive
wines,1830,6.28,2.3737,,,3316.0,,False,False,True,False,1,positive
reasonably,1831,6.27,1.3643,,4852.0,,,False,True,False,False,1,positive
uptown,1832,6.27,1.1982,,,,2673.0,False,False,False,True,1,positive
aims,1833,6.27,1.2209,,4235.0,,,False,True,False,False,1,positive
observe,1834,6.27,1.3659,,2684.0,,,False,True,False,False,1,positive
regards,1835,6.27,1.335,,3929.0,,,False,True,False,False,1,positive
allows,1836,6.26,1.192,4657.0,2440.0,3048.0,,True,True,True,False,3,positive
appropriate,1837,6.26,1.2423,,1099.0,2819.0,,False,True,True,False,2,positive
australian,1838,6.26,1.2257,3514.0,4016.0,4205.0,,True,True,True,False,3,positive
blackberry,1839,6.26,1.6389,1553.0,,,,True,False,False,False,1,positive
breathing,1840,6.26,1.2257,4699.0,4554.0,,1461.0,True,True,False,True,3,positive
camp,1841,6.26,1.5361,2118.0,1702.0,1747.0,4229.0,True,True,True,True,4,positive
cars,1842,6.26,1.688,1684.0,3500.0,1241.0,1088.0,True,True,True,True,4,positive
considerable,1843,6.26,1.0264,,971.0,4222.0,,False,True,True,False,2,positive
costume,1844,6.26,1.7591,3896.0,,,,True,False,False,False,1,positive
degree,1845,6.26,1.5884,3369.0,679.0,810.0,3769.0,True,True,True,True,4,positive
develop,1846,6.26,1.0461,,1236.0,1967.0,,False,True,True,False,2,positive
egypt,1847,6.26,1.1572,,2570.0,4464.0,,False,True,True,False,2,positive
events,1848,6.26,1.4682,1947.0,832.0,1219.0,,True,True,True,False,3,positive
flag,1849,6.26,1.3063,2806.0,4250.0,4275.0,2446.0,True,True,True,True,4,positive
gave,1850,6.26,1.2906,715.0,465.0,597.0,427.0,True,True,True,True,4,positive
gods,1851,6.26,1.9146,3795.0,2557.0,,1746.0,True,True,False,True,3,positive
gr8,1852,6.26,1.7591,,,,,False,False,False,False,0,positive
hotels,1853,6.26,1.482,2915.0,,3076.0,,True,False,True,False,2,positive
human,1854,6.26,1.6389,1207.0,218.0,602.0,889.0,True,True,True,True,4,positive
indian,1855,6.26,1.7706,1951.0,775.0,1724.0,3191.0,True,True,True,True,4,positive
leap,1856,6.26,1.2906,,,,4344.0,False,False,False,True,1,positive
lifetime,1857,6.26,1.6264,3702.0,,3898.0,1539.0,True,False,True,True,3,positive
magnetic,1858,6.26,1.2906,,2898.0,,,False,True,False,False,1,positive
mirror,1859,6.26,1.1031,3207.0,3768.0,4750.0,988.0,True,True,True,True,4,positive
mmmm,1860,6.26,1.5624,2537.0,,,3538.0,True,False,False,True,2,positive
occasion,1861,6.26,1.1747,,1525.0,4888.0,,False,True,True,False,2,positive
produce,1862,6.26,1.1214,4838.0,834.0,1828.0,,True,True,True,False,3,positive
prominent,1863,6.26,1.1031,,2748.0,2829.0,,False,True,True,False,2,positive
promises,1864,6.26,1.5493,,4910.0,4086.0,1456.0,False,True,True,True,3,positive
proved,1865,6.26,1.9358,,1465.0,3140.0,,False,True,True,False,2,positive
raising,1866,6.26,1.2257,4555.0,3241.0,2432.0,4972.0,True,True,True,True,4,positive
school,1867,6.26,1.8824,232.0,227.0,112.0,685.0,True,True,True,True,4,positive
shirt,1868,6.26,1.3372,1367.0,,,2022.0,True,False,False,True,2,positive
